I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-132.0,-407.0,-660.0,-875.0,-1119.0,-1366,-142.0,-377.0,-602.0,-853.0,-1073.0,-1287.0
-125.0,-422.0,-659.0,-875.0,-1119.0,-1366,-143.0,-377.0,-602.0,-851.0,-1072.0,-1287.0
-116.0,-427.0,-659.0,-875.0,-1119.0,-1366,-144.0,-376.0,-601.0,-848.0,-1071.0,-1288.0
-106.0,-429.0,-659.0,-875.0,-1119.0,-1368,-145.0,-376.0,-601.0,-846.0,-1070.0,-1289.0
-97.0,-431.0,-658.0,-875.0,-1119.0,-1366,-146.0,-375.0,-600.0,-843.0,-1068.0,-1289.0
-87.0,-433.0,-658.0,-875.0,-1119.0,-1366,-147.0,-374.0,-599.0,-840.0,-1067.0,-1290.0
-62.0,-434.0,-658.0,-875.0,-1119.0,-1366,-148.0,-374.0,-599.0,-837.0,-1066.0,-1290.0
-84.0,-435.0,-658.0,-872.0,-1119.0,-1366,-149.0,-373.0,-598.0,-835.0,-1064.0,-1290.0
-102.0,-435.0,-658.0,-875.0,-1119.0,-1366,-150.0,-372.0,-597.0,-833.0,-1063.0,-1291.0
-118.0,-435.0,-658.0,-875.0,-1119.0,-1365,-150.0,-371.0,-596.0,-831.0,-1062.0,-1291.0
-129.0,-436.0,-658.0,-875.0,-1119.0,-1365,-151.0,-370.0,-596.0,-829.0,-1061.0,-1291.0
-166.0,-436.0,-659.0,-875.0,-1119.0,-1365,-151.0,-369.0,-595.0,-828.0,-1060.0,-1292.0
-180.0,-437.0,-659.0,-875.0,-1119.0,-1365,-152.0,-369.0,-594.0,-827.0,-1059.0,-1292.0
-188.0,-436.0,-659.0,-875.0,-1119.0,-1365,-152.0,-368.0,-593.0,-826.0,-1059.0,-1292.0
-195.0,-436.0,-661.0,-875.0,-1119.0,-1365,-153.0,-368.0,-593.0,-826.0,-1058.0,-1292.0
-198.0,-435.0,-659.0,-875.0,-1119.0,-1365,-153.0,-368.0,-593.0,-826.0,-1058.0,-1292.0
-199.0,-435.0,-659.0,-876.0,-1119.0,-1364,-153.0,-368.0,-593.0,-826.0,-1058.0,-1292.0
-199.0,-435.0,-659.0,-876.0,-1119.0,-1364,-153.0,-368.0,-593.0,-826.0,-1058.0,-1292.0
-200.0,-435.0,-658.0,-876.0,-1119.0,-1364,-154.0,-368.0,-593.0,-825.0,-1058.0,-1292.0
